customer_id,state,customer_segment,signup_date,account_balance_myr,monthly_income_myr,loan_amount_myr,credit_score,txn_count_30d,default_flag
MYB0328,Melaka,Salary,2021-12-21,25232.12,8226.72,104616.36,742,51,0
MYB0329,Melaka,Mass,2021-12-14,1578.43,4338.32,43744.84,718,66,0
MYB0330,Negeri Sembilan,Student,2021-07-20,956.15,2037.26,0,566,15,0
MYB0331,Johor,Salary,2024-05-04,26322.44,7602.76,0,657,88,0
MYB0332,Negeri Sembilan,Salary,2020-08-26,39259.21,7012.74,102496.7,746,59,0
MYB0333,Sarawak,Mass,2019-11-17,3179.62,5454.01,0,675,26,0
MYB0334,Selangor,Student,2019-12-23,5909.24,,13105.17,701,59,0
MYB0335,Sarawak,Salary,2020-04-05,8299.39,4216.56,47057.22,628,19,0
MYB0336,Selangor,Salary,2022-03-17,-2841.04,9022.59,0,592,91,0
MYB0337,Penang,Salary,2022-02-02,13578.2,4429.23,29791.95,706,85,1
MYB0338,Perak,Salary,2023-03-06,10127.05,4578.6,50067.98,769,85,0
MYB0339,Johor,Mass,2020-07-04,7054.84,3594.76,0,759,79,0
MYB0340,Melaka,Mass,2021-05-15,9931.07,5229.02,32157.57,646,83,0
MYB0341,Sarawak,SME,2020-07-09,37499.05,11129.05,58021.2,689,124,0
MYB0342,Kuala Lumpur,Mass,2024-02-13,17277.43,5256.14,36660.99,696,17,0
MYB0343,Melaka,Mass,2025-08-30,1813.47,5806.69,77684.53,539,46,0
MYB0344,Selangor,,2022-03-13,11394.27,4569.74,0,676,39,0
MYB0345,Johor,Mass,2022-01-07,12943.74,3381.91,0,604,46,0
MYB0346,Penang,Mass,2025-09-28,4412.62,4462.98,71037.69,631,48,0
MYB0347,Melaka,Premium,2021-10-29,8471.65,12520.77,166844.83,672,60,1
MYB0348,Sabah,Student,2025-04-18,1883.81,1384.71,15412.45,596,63,0
MYB0349,Perak,Mass,2021-02-10,18007.81,4077.08,0,729,63,0
MYB0350,Penang,SME,2019-04-15,2892.43,4997.62,0,537,99,1
MYB0351,Negeri Sembilan,,2021-02-16,8403.5,7176.6,50705.9,740,106,0
MYB0352,Pahang,Mass,2021-01-11,13666.47,3796.4,0,648,48,0
MYB0353,Sabah,Student,2020-01-01,3946.8,1162.87,0,665,1,0
MYB0354,Melaka,Salary,2020-04-27,17865.43,8320.47,95496.36,561,61,0
MYB0355,Sarawak,Salary,2024-12-10,18306.86,6318.46,0,688,73,0
MYB0356,Melaka,Salary,2020-08-09,4171.42,5330.68,0,750,66,0
MYB0357,Kuala Lumpur,Salary,2024-01-26,5222.39,6046.32,63012.22,767,64,0
MYB0358,Sarawak,Salary,2023-10-24,15130.81,,52351.07,723,81,1
MYB0359,Pahang,Mass,2021-02-19,11638.42,4306.23,0,671,90,0
MYB0360,Pahang,Mass,2025-08-08,6484.6,4050.77,57456.0,689,29,0
MYB0361,Penang,SME,2022-11-04,21596.68,9087.88,0,738,111,0
MYB0362,Johor,Mass,2020-06-21,22644.8,6404.7,69280.42,691,72,0
MYB0363,Perak,Mass,2024-12-30,9290.91,3070.59,48880.21,604,60,0
MYB0364,Perak,Mass,2024-04-27,14944.05,4374.12,32412.18,659,53,0
MYB0365,Negeri Sembilan,Salary,2025-10-16,1434.72,5922.3,0,607,62,0
MYB0366,Melaka,Premium,2021-03-24,32676.45,9980.44,0,590,74,0
MYB0367,Pahang,Mass,2024-07-26,11952.48,5718.06,57536.73,633,59,0
MYB0368,Selangor,Salary,2024-09-26,24301.55,6967.11,0,758,51,0
MYB0369,Kuala Lumpur,Mass,2020-02-13,510.55,3176.81,0,708,33,0
MYB0370,Kuala Lumpur,Mass,2019-02-09,8497.47,5560.31,29295.82,734,67,0
MYB0371,Selangor,Premium,2023-03-07,27630.04,17130.18,224356.96,637,50,0
MYB0372,Penang,SME,2020-04-08,50534.54,12913.02,0,747,94,0
MYB0373,Negeri Sembilan,Salary,2023-11-30,22916.03,5793.63,310762.08,690,69,0
MYB0374,Penang,Student,2024-06-01,4583.25,2016.52,26187.03,660,24,0
MYB0375,Negeri Sembilan,Premium,2025-05-03,122489.92,22433.86,0,708,49,0
MYB0376,Johor,Salary,2024-05-27,15976.21,6167.33,92219.95,617,43,0
MYB0377,Penang,Mass,2024-09-01,18216.53,5537.37,0,,62,0
MYB0378,Kuala Lumpur,Student,2024-09-07,8844.59,1923.5,20037.7,757,42,0
MYB0379,Selangor,Salary,2024-07-30,16675.31,4617.68,321921.27,659,69,0
MYB0380,Negeri Sembilan,Premium,2022-06-01,47805.81,20440.08,132559.37,630,93,0
MYB0381,Negeri Sembilan,Mass,2025-09-23,6308.35,2272.09,24955.14,567,73,0
MYB0382,,Mass,2025-02-21,5876.73,2387.26,26570.91,642,45,0
MYB0383,Johor,Salary,2020-05-09,10032.71,3652.53,30328.44,708,34,0
MYB0384,Negeri Sembilan,Salary,2020-05-19,10607.32,6776.23,81790.07,606,40,1
MYB0385,Negeri Sembilan,Student,2024-06-01,4585.28,1804.56,0,763,31,0
MYB0386,,Mass,2025-10-18,18702.72,3521.66,24003.09,716,46,0
MYB0387,Sabah,Mass,2022-04-19,338.12,3598.18,28594.92,674,43,0
MYB0388,Pahang,SME,2026-02-04,10955.88,13442.42,170541.01,692,50,0
MYB0389,Penang,SME,2024-08-25,1250.7,5847.93,60513.44,634,50,0
MYB0390,Pahang,SME,2022-03-17,20316.23,6337.92,44892.16,703,101,1
MYB0391,Perak,Mass,2020-10-21,16400.38,,98458.33,675,58,0
MYB0392,Negeri Sembilan,Salary,2025-04-20,21666.81,8677.61,43854.59,747,97,0
MYB0393,Kuala Lumpur,Mass,2023-04-12,5226.91,1958.52,0,748,74,1
MYB0394,Negeri Sembilan,Mass,2023-12-20,-227.04,5447.34,32551.89,564,27,0
MYB0395,Perak,Student,2024-01-13,-3915.88,1602.1,24738.33,706,56,0
MYB0396,Pahang,Salary,2021-12-18,32977.25,8149.32,56635.93,736,70,0
MYB0397,Negeri Sembilan,Mass,2022-05-18,9208.87,,49088.24,596,35,0
MYB0398,Selangor,Mass,2024-08-31,23218.34,4993.58,25721.59,,43,0
MYB0399,Negeri Sembilan,Student,2024-12-12,2072.6,1413.41,0,586,30,0
MYB0400,Negeri Sembilan,Mass,2025-12-19,9945.01,3731.83,0,666,27,0
MYB0401,Perak,Mass,2019-04-12,16874.95,5622.62,34129.17,776,32,1
MYB0402,Johor,Premium,2022-08-05,6781.74,5140.11,75993.24,633,84,0
MYB0135,,Premium,2020-03-01,74230.6,16075.91,0,701,76,0
MYB0404,Penang,Mass,2019-04-08,11144.41,2944.73,32127.17,607,63,0
MYB0405,Johor,Salary,2021-11-25,16358.91,4832.89,40546.41,697,65,0
MYB0406,Negeri Sembilan,Mass,2019-07-06,7655.27,4286.57,0,663,78,0
MYB0407,Melaka,Mass,2023-04-12,5538.64,5479.03,74522.49,610,49,0
MYB0408,Pahang,Premium,2022-04-23,11586.68,18420.98,296774.62,667,75,0
MYB0409,Pahang,Salary,2020-08-02,-1500,4755.87,48894.55,664,53,0
MYB0410,Sabah,SME,2021-05-17,17928.92,6229.8,71640.27,703,96,0
MYB0411,Kuala Lumpur,Premium,2025-02-26,31777.75,13462.68,151018.69,590,81,0
MYB0412,Sabah,Salary,2023-01-02,3738.33,8340.4,31052.7,743,55,0
MYB0413,Negeri Sembilan,Mass,2020-09-16,9555.74,5372.19,45530.61,627,52,0
MYB0414,Sarawak,Mass,2022-02-07,14610.45,4538.8,0,645,37,0
MYB0139,Pahang,Mass,2020-03-21,15225.51,4922.37,0,749,43,0
MYB0416,Selangor,Mass,2019-11-05,1059.66,5982.89,71899.84,611,53,1
MYB0417,Pahang,Mass,2024-04-17,11188.72,3392.48,27587.61,643,36,0
MYB0418,Pahang,Mass,2024-09-21,28406.08,5142.34,55125.74,708,80,0
MYB0419,Penang,Mass,2021-01-03,4909.13,3996.86,0,597,70,0
MYB0420,Melaka,Mass,2021-08-07,17158.9,5716.74,65617.25,735,91,0
MYB0421,Melaka,Salary,2019-07-10,14315.66,9049.62,140784.3,705,59,0
MYB0422,Sarawak,Salary,2023-03-31,33744.22,9462.9,0,628,45,0
MYB0423,Sabah,Salary,2022-11-14,6664.14,6315.18,65541.24,600,63,0
MYB0424,Perak,Mass,2021-05-16,1786.0,4603.65,57099.76,701,37,0
MYB0425,Melaka,SME,2021-05-13,20946.03,10717.3,73753.1,601,99,0
MYB0426,Pahang,Mass,2019-06-10,5272.8,4712.83,67213.76,652,10,0
MYB0068,Perak,Premium,2019-12-18,21648.49,22616.82,347018.71,701,79,0
MYB0428,Negeri Sembilan,Mass,2021-01-14,-1500,3194.5,20570.61,611,46,0
MYB0429,Kuala Lumpur,Mass,2021-04-08,8569.55,3946.81,34548.49,537,29,1
MYB0430,Negeri Sembilan,Student,2019-06-09,8007.95,2246.34,0,627,51,0
MYB0431,Kuala Lumpur,Salary,2023-11-03,8842.74,4766.09,34135.83,652,74,0
MYB0432,Negeri Sembilan,Salary,2020-02-05,8328.2,3458.69,0,612,70,0
MYB0433,Perak,Salary,2021-02-13,4900.99,6092.29,62304.46,766,60,0
MYB0434,Sabah,Mass,2023-08-02,17866.13,3757.83,36904.16,692,35,0
MYB0435,Johor,SME,2023-08-20,5304.3,10672.56,89194.23,601,82,0
MYB0436,Sarawak,Salary,2020-07-19,1514.99,8136.91,0,609,73,0
MYB0437,Sarawak,Mass,2022-10-18,9483.93,4709.71,405250.61,595,29,0
MYB0438,Negeri Sembilan,Salary,2023-11-19,2188.15,4021.97,46831.17,696,44,0
MYB0439,Pahang,Salary,2022-03-19,16340.44,5913.42,0,588,39,0
MYB0056,Pahang,Mass,2022-03-17,4152.89,4900.44,40382.52,774,43,0
MYB0441,Selangor,Student,2022-02-04,1442.29,1377.26,8719.67,672,24,0
MYB0442,Selangor,Mass,2025-03-01,3770.28,3724.12,0,776,91,0
MYB0194,Johor,Salary,2024-02-06,20110.73,8652.19,72817.43,648,78,0
MYB0444,Perak,Premium,2025-01-12,66548.51,17643.04,91293.76,703,72,0
MYB0445,Melaka,SME,2024-03-02,43484.6,13714.14,134495.15,613,93,0
MYB0446,Sarawak,Premium,2022-12-17,28294.25,12931.6,0,654,78,0
MYB0447,Selangor,Premium,2025-03-21,52380.53,17979.45,145603.85,736,68,0
MYB0448,Johor,SME,2024-08-05,26455.91,9342.56,90819.6,625,108,0
MYB0449,Selangor,Premium,2019-11-18,18497.11,8661.74,40941.89,614,54,1
MYB0450,Negeri Sembilan,Salary,2022-07-15,3900.57,1216.16,0,649,47,0
MYB0451,Perak,Student,2023-06-18,3140.84,1915.28,21815.39,749,14,0
MYB0452,Penang,SME,2024-02-16,18895.93,8703.66,79110.38,758,87,0
MYB0453,Sabah,Salary,2023-01-21,18103.65,5428.36,56262.52,633,50,0
MYB0454,Sabah,Mass,2023-02-04,11942.09,3467.83,25772.05,693,70,0
MYB0455,Perak,Mass,2021-08-23,-1112.07,2022.13,24318.34,611,49,0
MYB0456,Pahang,Mass,2024-12-27,2389.62,4227.8,13117.88,650,42,0
MYB0457,Kuala Lumpur,SME,2021-06-01,24771.72,10681.33,70142.85,611,74,0
MYB0054,Kuala Lumpur,Mass,2023-08-14,23994.26,5355.83,0,766,59,0
MYB0459,Perak,Mass,2022-12-25,20269.89,5661.78,0,649,44,0
MYB0460,Penang,Salary,2020-11-17,6072.73,6740.72,19534.7,583,51,0
MYB0141,Sabah,Mass,2021-07-23,6406.89,3535.47,24164.9,744,77,0
MYB0462,Pahang,SME,2024-01-19,10190.66,6493.62,73455.58,626,62,0
MYB0463,Selangor,SME,2021-05-12,8366.56,10118.51,138100.78,696,108,0
MYB0464,Perak,Mass,2025-12-06,18109.82,4395.05,0,720,46,0
MYB0465,Penang,Salary,2024-11-27,21806.25,7777.81,71416.16,684,51,0
MYB0466,Pahang,Student,2022-01-20,903.2,1540.97,0,655,29,0
MYB0467,Negeri Sembilan,SME,2023-11-17,19069.15,5741.33,41013.23,643,96,0
MYB0468,Perak,Mass,2019-02-13,9253.57,3004.27,0,770,40,1
MYB0469,Melaka,Student,2022-05-12,6481.23,2271.38,23266.67,742,38,0
MYB0470,Pahang,Salary,2023-11-26,7724.23,5642.39,0,687,75,0
MYB0471,Johor,Salary,2024-10-17,9765.34,6864.3,0,540,49,0
MYB0472,Sarawak,Premium,2021-02-09,11790.78,17721.13,113083.44,643,74,0
MYB0473,Kuala Lumpur,Mass,2024-12-31,21120.69,5826.22,66914.59,842,66,1
MYB0474,Kuala Lumpur,,2024-07-14,6043.19,4451.37,0,733,52,0
MYB0475,Selangor,Mass,2020-08-21,14833.07,6108.46,45400.84,721,71,0
MYB0476,Johor,Mass,2023-04-26,2205.22,2380.64,0,663,72,0
MYB0477,Johor,Salary,2024-04-20,27840.13,6922.8,0,554,80,0
MYB0478,Selangor,Salary,2021-11-03,33384.37,8966.68,93222.74,633,73,0
MYB0479,Sarawak,Mass,2022-08-22,17367.81,6282.31,47945.64,697,76,0
MYB0480,Penang,SME,2023-03-02,14279.7,8817.28,61726.87,673,74,0
MYB0481,Kuala Lumpur,SME,2019-09-02,24888.43,8553.45,116440.26,693,80,0
MYB0482,Melaka,Mass,2021-03-01,15163.11,5573.21,0,739,51,0
MYB0483,Pahang,Salary,2024-06-30,13269.57,7016.63,86929.89,687,48,0
MYB0484,Pahang,Student,2020-10-18,7461.86,2065.57,19993.58,689,63,0
MYB0485,Kuala Lumpur,Mass,2025-12-13,9170.39,4207.58,19277.96,734,24,0
MYB0486,Pahang,Salary,2024-07-30,17124.39,6603.94,46391.03,636,86,1
MYB0487,Penang,Student,2019-05-09,187.46,2220.3,31979.49,698,20,0
MYB0488,Negeri Sembilan,Salary,2021-11-14,16044.89,7724.71,146637.26,689,39,0
MYB0489,Kuala Lumpur,Salary,2023-01-18,-924.12,3032.25,20117.48,519,85,0
MYB0490,Kuala Lumpur,Mass,2019-10-16,8557.47,4439.76,36254.3,651,54,0
MYB0491,Negeri Sembilan,SME,2026-01-05,25695.32,12105.66,101003.16,752,57,0
MYB0492,Sarawak,SME,2020-03-02,28409.26,10337.62,90695.73,705,110,0
MYB0493,Sabah,Mass,2023-03-03,12081.55,4187.48,0,597,45,0
MYB0494,Pahang,Mass,2021-11-06,16083.05,4981.45,0,634,57,0
MYB0142,Penang,Mass,2022-05-21,8643.51,4200.38,44003.53,842,81,0
MYB0496,Pahang,Premium,2024-09-25,12677.23,6412.22,87497.11,601,89,0
MYB0497,Perak,Mass,2020-01-12,14335.11,5059.46,39341.29,606,59,0
MYB0498,,Salary,2020-01-26,8713.01,5228.89,0,634,60,1
MYB0499,Sabah,Premium,2023-11-14,21682.96,8198.73,0,713,105,0
MYB0500,Sarawak,Mass,2019-08-10,13517.02,4084.91,52237.53,685,53,0
